demographic,category,measure,label,value,r,theme
Time in current job [H02],5 years but less than 10 years,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.51,35530,VL
Time in current job [H02],10 years or more,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.48,57898,VL
Time in current job [H02],Less than 1 year,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.46,72675,VL
Time in current job [H02],1 year but less than 3 years,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.46,89541,VL
Time in current job [H02],3 years but less than 5 years,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.44,40862,VL
Time in current job [H02],5 years but less than 10 years,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.43,35530,VL
Time in current job [H02],10 years or more,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.42,57898,VL
Time in current job [H02],Less than 1 year,C01_1,I want to leave [my organisation] as soon as possible,0.05,72675,FI
Time in current job [H02],1 year but less than 3 years,C01_1,I want to leave [my organisation] as soon as possible,0.09,89541,FI
Time in current job [H02],3 years but less than 5 years,C01_1,I want to leave [my organisation] as soon as possible,0.1,40862,FI
Time in current job [H02],5 years but less than 10 years,C01_1,I want to leave [my organisation] as soon as possible,0.11,35530,FI
Time in current job [H02],10 years or more,C01_1,I want to leave [my organisation] as soon as possible,0.13,57898,FI
Time in current job [H02],Less than 1 year,C01_2,I want to leave [my organisation] within the next 12 months,0.11,72675,FI
Time in current job [H02],1 year but less than 3 years,C01_2,I want to leave [my organisation] within the next 12 months,0.14,89541,FI
Time in current job [H02],3 years but less than 5 years,C01_2,I want to leave [my organisation] within the next 12 months,0.14,40862,FI
Time in current job [H02],5 years but less than 10 years,C01_2,I want to leave [my organisation] within the next 12 months,0.13,35530,FI
Time in current job [H02],10 years or more,C01_2,I want to leave [my organisation] within the next 12 months,0.11,57898,FI
Time in current job [H02],Less than 1 year,C01_3,I want to stay working for [my organisation] for at least the next year,0.32,72675,FI
Time in current job [H02],1 year but less than 3 years,C01_3,I want to stay working for [my organisation] for at least the next year,0.28,89541,FI
Time in current job [H02],3 years but less than 5 years,C01_3,I want to stay working for [my organisation] for at least the next year,0.26,40862,FI
Time in current job [H02],5 years but less than 10 years,C01_3,I want to stay working for [my organisation] for at least the next year,0.24,35530,FI
Time in current job [H02],10 years or more,C01_3,I want to stay working for [my organisation] for at least the next year,0.2,57898,FI
Time in current job [H02],Less than 1 year,C01_4,I want to stay working for [my organisation] for at least the next three years,0.51,72675,FI
Time in current job [H02],1 year but less than 3 years,C01_4,I want to stay working for [my organisation] for at least the next three years,0.49,89541,FI
Time in current job [H02],3 years but less than 5 years,C01_4,I want to stay working for [my organisation] for at least the next three years,0.5,40862,FI
Time in current job [H02],5 years but less than 10 years,C01_4,I want to stay working for [my organisation] for at least the next three years,0.52,35530,FI
Time in current job [H02],10 years or more,C01_4,I want to stay working for [my organisation] for at least the next three years,0.56,57898,FI
Time in current job [H02],Less than 1 year,D01,Are you aware of the Civil Service Code?,0.87,72675,CS
Time in current job [H02],1 year but less than 3 years,D01,Are you aware of the Civil Service Code?,0.9,89541,CS
Time in current job [H02],3 years but less than 5 years,D01,Are you aware of the Civil Service Code?,0.91,40862,CS
Time in current job [H02],5 years but less than 10 years,D01,Are you aware of the Civil Service Code?,0.91,35530,CS
Time in current job [H02],10 years or more,D01,Are you aware of the Civil Service Code?,0.9,57898,CS
Time in current job [H02],Less than 1 year,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.61,72675,CS
Time in current job [H02],1 year but less than 3 years,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.67,89541,CS
Time in current job [H02],3 years but less than 5 years,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.71,40862,CS
Time in current job [H02],5 years but less than 10 years,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.73,35530,CS
Time in current job [H02],10 years or more,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.72,57898,CS
Time in current job [H02],Less than 1 year,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.72,72675,CS
Time in current job [H02],1 year but less than 3 years,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.68,89541,CS
Time in current job [H02],3 years but less than 5 years,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.65,40862,CS
Time in current job [H02],5 years but less than 10 years,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.64,35530,CS
Time in current job [H02],10 years or more,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.61,57898,CS
Time in current job [H02],Less than 1 year,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.69,72675,WB
Time in current job [H02],1 year but less than 3 years,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.65,89541,WB
Time in current job [H02],3 years but less than 5 years,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.63,40862,WB
Time in current job [H02],5 years but less than 10 years,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.63,35530,WB
Time in current job [H02],10 years or more,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.62,57898,WB
Time in current job [H02],Less than 1 year,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.73,72675,WB
Time in current job [H02],1 year but less than 3 years,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.7,89541,WB
Time in current job [H02],3 years but less than 5 years,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.69,40862,WB
Time in current job [H02],5 years but less than 10 years,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.69,35530,WB
Time in current job [H02],10 years or more,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.68,57898,WB
Time in current job [H02],Less than 1 year,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.64,72675,WB
Time in current job [H02],1 year but less than 3 years,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.62,89541,WB
Time in current job [H02],3 years but less than 5 years,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.61,40862,WB
Time in current job [H02],5 years but less than 10 years,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.61,35530,WB
Time in current job [H02],10 years or more,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.6,57898,WB
